BatchSize,InsertionOperations,InsertionTimeNs,SearchOperations,SearchTimeNs,ErasureOperations,ErasureTimeNs
100,0,244400,0,199154,0,218166
500,0,1439750,0,1361870,0,1513576
1000,0,2920851,0,2712395,0,2789176
5000,0,18828033,0,18688253,0,19629232
10000,0,46078947,0,42353660,0,49417071
50000,0,313873956,0,343979485,0,338530493
100000,0,782794088,0,764761755,0,750285811
500000,0,4001946321,0,4268150925,0,4186414146
